,NM_Li_JMa_PJ85_1,NM_Li_JMa_PJ85_10,NM_Li_JMa_PJ85_11,NM_Li_JMa_PJ85_12,NM_Li_JMa_PJ85_2,NM_Li_JMa_PJ85_3,NM_Li_JMa_PJ85_4,NM_Li_JMa_PJ85_5,NM_Li_JMa_PJ85_6,NM_Li_JMa_PJ85_7,NM_Li_JMa_PJ85_8,NM_Li_JMa_PJ85_9,NM_Li_JMa_PJ86_1,NM_Li_JMa_PJ86_10,NM_Li_JMa_PJ86_11,NM_Li_JMa_PJ86_12,NM_Li_JMa_PJ86_2,NM_Li_JMa_PJ86_3,NM_Li_JMa_PJ86_4,NM_Li_JMa_PJ86_5,NM_Li_JMa_PJ86_6,NM_Li_JMa_PJ86_7,NM_Li_JMa_PJ86_8,NM_Li_JMa_PJ86_9
NM_Li_JMa_PJ85_8,1.40384002102553,1.25212480631557,1.15252559274462,1.06471073699243,1.28785428830664,0.914800911205607,1.98100146886658,1.40384002102553,0.899339956036314,1.25212480631557,0,NA,1.68364791499324,1.55799070085278,0.951854897282468,1.01011109100993,1.38565619894009,1.53980687876735,1.68364791499324,2.67414864942653,0.914800911205607,0.577161447841058,0.054599645982496,NA
NM_Li_JMa_PJ85_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NM_Li_JMa_PJ86_1,0.279807893967711,1.38555416853467,0.534700143596501,0.402714069531173,0.585035626325127,0.405272837388625,0.402714069531173,0.25511528137734,0.601986402162968,0.654666659991881,1.68364791499324,NA,0,2.35924943564755,0.534700143596501,0.405272837388625,0.212833907712842,0.45399596452973,0.356674943938732,0.402714069531173,0.564337532018313,0.790633517733702,1.73440878466857,NA
NM_Li_JMa_PJ86_10,1.82812711339893,1.11679611075355,3.3322045101752,2.25113788141273,3.34975017008084,1.59040243185992,2.65660298952089,2.63905732961526,1.75726303348458,2.39772995621561,1.55799070085278,NA,2.35924943564755,0,1.7227665977411,2.04238755560297,2.62087350752982,4.00716786864971,2.35924943564755,2.43345943820668,1.68571261166424,1.7227665977411,1.34924037504303,NA
NM_Li_JMa_PJ86_11,0.72951482473082,1.52226121886171,0.498991166118988,0.192749748930726,0.71069284046558,0.554310500173142,0.71069284046558,0.336472236621213,0.422261966752239,0.396249956005487,0.951854897282468,NA,0.534700143596501,1.7227665977411,0,0.227097588964726,0.48080734403355,0.711331002645383,0.413339286592234,0.67560152065431,0.404778766202178,0.264151575041587,0.897255251299972,NA
NM_Li_JMa_PJ86_12,0.730201166636806,1.89067234089301,0.491790143191808,0.479482839947762,1.01011109100993,0.655406852577098,0.870349148634774,0.491790143191808,0.439275201945654,0.18592424865459,1.01011109100993,NA,0.405272837388625,2.04238755560297,0.227097588964726,0,0.75123805770465,0.834619666643701,0.405272837388625,0.673638854388719,0.340325805937203,0.377379792014064,1.11803037452521,NA
NM_Li_JMa_PJ86_2,0.423648930193602,1.28093384546206,0.711331002645383,0.287043910271979,0.335834074441411,0.359195969928627,0.311141461851039,0.269498250366343,0.640466922731032,0.897941593205959,1.38565619894009,NA,0.212833907712842,2.62087350752982,0.48080734403355,0.75123805770465,0,0.37806613392005,0.484767623196484,0.441194590099237,0.75123805770465,0.639872038663238,1.33105655295759,NA
NM_Li_JMa_PJ86_3,0.480807344033551,1.28093384546206,0.573180664164565,0.498353003939186,0.196072132066252,0.568916500910695,0.240523894637086,0.369581708923326,0.950621851034872,1.09861228866811,1.53980687876735,NA,0.45399596452973,4.00716786864971,0.711331002645383,0.834619666643701,0.37806613392005,0,0.654666659991881,0.498353003939186,0.834619666643701,1.23457914640993,1.66752878957881,NA
NM_Li_JMa_PJ86_4,0.567489966419492,1.31144619638095,0.534700143596501,0.430884946497869,0.808179177639337,0.564337532018313,0.520497105187556,0.279807893967711,0.601986402162968,0.618299015821006,1.68364791499324,NA,0.356674943938732,2.35924943564755,0.413339286592234,0.405272837388625,0.484767623196484,0.654666659991881,0,0.459872483371122,0.49764615751964,0.710590810060166,1.73440878466857,NA
NM_Li_JMa_PJ86_5,0.459378412184674,1.82748895121913,0.487549289151371,0.659245628884264,0.659245628884264,0.673638854388719,0.422856850820034,0.214255954151689,0.49387484792815,0.55897762575562,2.67414864942653,NA,0.402714069531173,2.43345943820668,0.67560152065431,0.673638854388719,0.441194590099237,0.498353003939186,0.459872483371122,0,0.45049530307451,1.04716507708679,2.61954900344403,NA
NM_Li_JMa_PJ86_6,0.432949643168875,1.77288930523663,0.461937180042127,0.638547534577449,1.01011109100993,0.454736157114947,0.914800911205607,0.432949643168875,0.285124522118396,0.414765821083437,0.914800911205607,NA,0.564337532018313,1.68571261166424,0.404778766202178,0.340325805937203,0.75123805770465,0.834619666643701,0.49764615751964,0.45049530307451,0,0.324736058528642,0.860201265223111,NA
NM_Li_JMa_PJ86_7,0.934309237376833,1.2991176675475,0.693147180559945,0.459378412184674,1.15252559274462,0.491790143191808,1.270308628401,0.658055860748675,0.322178508195257,0.48080734403355,0.577161447841058,NA,0.790633517733702,1.7227665977411,0.264151575041587,0.377379792014064,0.639872038663238,1.23457914640993,0.710590810060166,1.04716507708679,0.324736058528642,0,0.522561801858562,NA
NM_Li_JMa_PJ86_8,1.34924037504303,1.26206368147064,1.04385872549185,1.01011109100993,1.36678603494866,0.955511445027436,1.92640182288409,1.42334834719675,0.931751687043448,1.26206368147064,0.054599645982496,NA,1.73440878466857,1.34924037504303,0.897255251299972,1.11803037452521,1.33105655295759,1.66752878957881,1.73440878466857,2.61954900344403,0.860201265223111,0.522561801858562,0,NA
NM_Li_JMa_PJ86_9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0
